Line Segments
6390769, -5525444, 6932814, -5525444
6932814, -5525444, 6932814, -5344450
6932814, -5344450, 7430400, -5344450
7430400, -5344450, 7430400, -5064786
7430400, -5064786, 7730818, -5064786
7730818, -5064786, 7730818, -4969639
7730818, -4969639, 7530703, -4969639
7530703, -4969639, 7530703, -4441576
7530703, -4441576, 7730818, -4441576
7730818, -4441576, 7730818, -4007940
7730818, -4007940, 8222015, -4007940
8222015, -4007940, 8222015, -3985894
8222015, -3985894, 8512291, -3985894
8512291, -3985894, 8512291, -3349224
8512291, -3349224, 8828062, -3349224
8828062, -3349224, 8828062, -3205194
8828062, -3205194, 9272118, -3205194
9272118, -3205194, 9272118, -3735870
9272118, -3735870, 9805749, -3735870
9805749, -3735870, 9805749, -4165627
9805749, -4165627, 9857958, -4165627
9857958, -4165627, 9857958, -4816018
9857958, -4816018, 10140068, -4816018
10140068, -4816018, 10140068, -4499194
10140068, -4499194, 10290232, -4499194
10290232, -4499194, 10290232, -4327744
10290232, -4327744, 9998599, -4327744
9998599, -4327744, 9998599, -3776601
9998599, -3776601, 10290232, -3776601
10290232, -3776601, 10290232, -3735870
10290232, -3735870, 10693721, -3735870
10693721, -3735870, 10693721, -3205194
10693721, -3205194, 10736764, -3205194
10736764, -3205194, 10736764, -3642527
10736764, -3642527, 10828812, -3642527
10828812, -3642527, 10828812, -3985894
10828812, -3985894, 11008387, -3985894
11008387, -3985894, 11008387, -4250308
11008387, -4250308, 11604319, -4250308
11604319, -4250308, 11604319, -3985894
11604319, -3985894, 11670867, -3985894
11670867, -3985894, 11670867, -4302745
11670867, -4302745, 11902387, -4302745
11902387, -4302745, 11902387, -4923331
11902387, -4923331, 12299679, -4923331
12299679, -4923331, 12299679, -4419471
12299679, -4419471, 12425407, -4419471
12425407, -4419471, 12425407, -4218036
12425407, -4218036, 12789856, -4218036
12789856, -4218036, 12789856, -4326080
12789856, -4326080, 13038580, -4326080
13038580, -4326080, 13038580, -4218036
13038580, -4218036, 13289649, -4218036
13289649, -4218036, 13289649, -4419471
13289649, -4419471, 13427491, -4419471
13427491, -4419471, 13427491, -3985894
13427491, -3985894, 13464210, -3985894
13464210, -3985894, 13464210, -3809493
13464210, -3809493, 12834190, -3809493
12834190, -3809493, 12834190, -3504711
12834190, -3504711, 12776393, -3504711
12776393, -3504711, 12776393, -3289544
12776393, -3289544, 13464210, -3289544
13464210, -3289544, 13464210, -3109883
13464210, -3109883, 13328015, -3109883
13328015, -3109883, 13328015, -2942264
13328015, -2942264, 13679309, -2942264
13679309, -2942264, 13679309, -2443576
13679309, -2443576, 13328015, -2443576
13328015, -2443576, 13328015, -1984741
13328015, -1984741, 12891310, -1984741
12891310, -1984741, 12891310, -1556627
12891310, -1556627, 12668396, -1556627
12668396, -1556627, 12668396, -2008537
12668396, -2008537, 12469147, -2008537
12469147, -2008537, 12469147, -2084816
12469147, -2084816, 11888660, -2084816
11888660, -2084816, 11888660, -1737599
11888660, -1737599, 11569531, -1737599
11569531, -1737599, 11569531, -1556627
11569531, -1556627, 11206628, -1556627
11206628, -1556627, 11206628, -1984741
11206628, -1984741, 10815750, -1984741
10815750, -1984741, 10815750, -1976895
10815750, -1976895, 10522306, -1976895
10522306, -1976895, 10522306, -1428829
10522306, -1428829, 10815750, -1428829
10815750, -1428829, 10815750, -1186767
10815750, -1186767, 10550436, -1186767
10550436, -1186767, 10550436, -1102045
10550436, -1102045, 10161842, -1102045
10161842, -1102045, 10161842, -1524189
10161842, -1524189, 10050580, -1524189
10050580, -1524189, 10050580, -1684912
10050580, -1684912, 10161842, -1684912
10161842, -1684912, 10161842, -1984741
10161842, -1984741, 10143130, -1984741
10143130, -1984741, 10143130, -2508539
10143130, -2508539, 9904373, -2508539
9904373, -2508539, 9904373, -2509933
9904373, -2509933, 9674229, -2509933
9674229, -2509933, 9674229, -2529916
9674229, -2529916, 9181977, -2529916
9181977, -2529916, 9181977, -3109883
9181977, -3109883, 9028731, -3109883
9028731, -3109883, 9028731, -2842151
9028731, -2842151, 8866130, -2842151
8866130, -2842151, 8866130, -2724909
8866130, -2724909, 8727316, -2724909
8727316, -2724909, 8727316, -2074969
8727316, -2074969, 8866130, -2074969
8866130, -2074969, 8866130, -1985637
8866130, -1985637, 9096179, -1985637
9096179, -1985637, 9096179, -1798478
9096179, -1798478, 9491238, -1798478
9491238, -1798478, 9491238, -1663107
9491238, -1663107, 9958806, -1663107
9958806, -1663107, 9958806, -1300070
9958806, -1300070, 9608109, -1300070
9608109, -1300070, 9608109, -1153304
9608109, -1153304, 9096179, -1153304
9096179, -1153304, 9096179, -796800
9096179, -796800, 8866130, -796800
8866130, -796800, 8866130, -727681
8866130, -727681, 8678423, -727681
8678423, -727681, 8678423, -555900
8678423, -555900, 8300261, -555900
8300261, -555900, 8300261, -727681
8300261, -727681, 7791053, -727681
7791053, -727681, 7791053, -699773
7791053, -699773, 7730818, -699773
7730818, -699773, 7730818, 0
7730818, 0, 8040855, 0
8040855, 0, 8040855, 6289
8040855, 6289, 8628401, 6289
8628401, 6289, 8628401, 0
8628401, 0, 8848616, 0
8848616, 0, 8848616, 28018
8848616, 28018, 9382762, 28018
9382762, 28018, 9382762, 0
9382762, 0, 9490626, 0
9490626, 0, 9490626, 87226
9490626, 87226, 9601638, 87226
9601638, 87226, 9601638, -114142
9601638, -114142, 9705397, -114142
9705397, -114142, 9705397, -387114
9705397, -387114, 9884788, -387114
9884788, -387114, 9884788, -169968
9884788, -169968, 10366216, -169968
10366216, -169968, 10366216, 87226
10366216, 87226, 10597217, 87226
10597217, 87226, 10597217, 473506
10597217, 473506, 10655529, 473506
10655529, 473506, 10655529, 633139
10655529, 633139, 11272002, 633139
11272002, 633139, 11272002, 999145
11272002, 999145, 11707962, 999145
11707962, 999145, 11707962, 1339085
11707962, 1339085, 12262024, 1339085
12262024, 1339085, 12262024, 1733032
12262024, 1733032, 11707962, 1733032
11707962, 1733032, 11707962, 1776235
11707962, 1776235, 11272002, 1776235
11272002, 1776235, 11272002, 1879422
11272002, 1879422, 11661618, 1879422
11661618, 1879422, 11661618, 2390869
11661618, 2390869, 12100871, 2390869
12100871, 2390869, 12100871, 2540679
12100871, 2540679, 12615987, 2540679
12615987, 2540679, 12615987, 2945446
12615987, 2945446, 12897277, 2945446
12897277, 2945446, 12897277, 3536326
12897277, 3536326, 13337589, 3536326
13337589, 3536326, 13337589, 2945446
13337589, 2945446, 13528959, 2945446
13528959, 2945446, 13528959, 3354912
13528959, 3354912, 13828815, 3354912
13828815, 3354912, 13828815, 3931428
13828815, 3931428, 14333057, 3931428
14333057, 3931428, 14333057, 4502512
14333057, 4502512, 14775803, 4502512
14775803, 4502512, 14775803, 4977412
14775803, 4977412, 15089220, 4977412
15089220, 4977412, 15089220, 4767355
15089220, 4767355, 15128300, 4767355
15128300, 4767355, 15128300, 4331245
15128300, 4331245, 15089220, 4331245
15089220, 4331245, 15089220, 4010735
15089220, 4010735, 15136432, 4010735
15136432, 4010735, 15136432, 3576470
15136432, 3576470, 15233194, 3576470
15233194, 3576470, 15233194, 3220278
15233194, 3220278, 15321921, 3220278
15321921, 3220278, 15321921, 3100917
15321921, 3100917, 16000404, 3100917
16000404, 3100917, 16000404, 3018359
16000404, 3018359, 16266497, 3018359
16266497, 3018359, 16266497, 2945446
16266497, 2945446, 16577537, 2945446
16577537, 2945446, 16577537, 2893960
16577537, 2893960, 16723967, 2893960
16723967, 2893960, 16723967, 2945446
16723967, 2945446, 17160499, 2945446
17160499, 2945446, 17160499, 3068181
17160499, 3068181, 16658845, 3068181
16658845, 3068181, 16658845, 3518227
16658845, 3518227, 16321731, 3518227
16321731, 3518227, 16321731, 3979898
16321731, 3979898, 16001672, 3979898
16001672, 3979898, 16001672, 4180049
16001672, 4180049, 16136736, 4180049
16136736, 4180049, 16136736, 4836110
16136736, 4836110, 16263684, 4836110
16263684, 4836110, 16263684, 4506237
16263684, 4506237, 16632922, 4506237
16632922, 4506237, 16632922, 4173386
16632922, 4173386, 16998938, 4173386
16998938, 4173386, 16998938, 4506237
16998938, 4506237, 17478515, 4506237
17478515, 4506237, 17478515, 4836110
17478515, 4836110, 17708662, 4836110
17708662, 4836110, 17708662, 5243618
17708662, 5243618, 17426332, 5243618
17426332, 5243618, 17426332, 5429679
17426332, 5429679, 17177813, 5429679
17177813, 5429679, 17177813, 5875280
17177813, 5875280, 17506992, 5875280
17506992, 5875280, 17506992, 6014133
17506992, 6014133, 17177813, 6014133
17177813, 6014133, 17177813, 6399510
17177813, 6399510, 17426332, 6399510
17426332, 6399510, 17426332, 6636222
17426332, 6636222, 17082572, 6636222
17082572, 6636222, 17082572, 6519982
17082572, 6519982, 16798848, 6519982
16798848, 6519982, 16798848, 6110698
16798848, 6110698, 16841788, 6110698
16841788, 6110698, 16841788, 5844277
16841788, 5844277, 16798848, 5844277
16798848, 5844277, 16798848, 5639843
16798848, 5639843, 16445301, 5639843
16445301, 5639843, 16445301, 5243618
16445301, 5243618, 16001672, 5243618
16001672, 5243618, 16001672, 5250793
16001672, 5250793, 16404390, 5250793
16404390, 5250793, 16404390, 5708407
16404390, 5708407, 16658845, 5708407
16658845, 5708407, 16658845, 6029221
16658845, 6029221, 16478973, 6029221
16478973, 6029221, 16478973, 5921135
16478973, 5921135, 16036590, 5921135
16036590, 5921135, 16036590, 6029221
16036590, 6029221, 15699540, 6029221
15699540, 6029221, 15699540, 6188537
15699540, 6188537, 15537403, 6188537
15537403, 6188537, 15537403, 6404901
15537403, 6404901, 15089967, 6404901
15089967, 6404901, 15089967, 6794139
15089967, 6794139, 14919616, 6794139
14919616, 6794139, 14919616, 7057524
14919616, 7057524, 14413831, 7057524
14413831, 7057524, 14413831, 7077563
14413831, 7077563, 13829405, 7077563
13829405, 7077563, 13829405, 7057524
13829405, 7057524, 13823102, 7057524
13823102, 7057524, 13823102, 6794139
13823102, 6794139, 13702236, 6794139
13702236, 6794139, 13702236, 7058333
13702236, 7058333, 13741469, 7058333
13741469, 7058333, 13741469, 7463086
13741469, 7463086, 14130751, 7463086
14130751, 7463086, 14130751, 7599685
14130751, 7599685, 14152342, 7599685
14152342, 7599685, 14152342, 7952472
14152342, 7952472, 14335767, 7952472
14335767, 7952472, 14335767, 7421081
14335767, 7421081, 14874404, 7421081
14874404, 7421081, 14874404, 7388178
14874404, 7388178, 15100155, 7388178
15100155, 7388178, 15100155, 7952472
15100155, 7952472, 15399433, 7952472
15399433, 7952472, 15399433, 7989261
15399433, 7989261, 15537403, 7989261
15537403, 7989261, 15537403, 8113277
15537403, 8113277, 15699540, 8113277
15699540, 8113277, 15699540, 8521420
15699540, 8521420, 15127471, 8521420
15127471, 8521420, 15127471, 8654785
15127471, 8654785, 15075157, 8654785
15075157, 8654785, 15075157, 8890234
15075157, 8890234, 14989117, 8890234
14989117, 8890234, 14989117, 9172045
14989117, 9172045, 14783044, 9172045
14783044, 9172045, 14783044, 9586135
14783044, 9586135, 14246766, 9586135
14246766, 9586135, 14246766, 9965783
14246766, 9965783, 14063763, 9965783
14063763, 9965783, 14063763, 10015969
14063763, 10015969, 13743100, 10015969
13743100, 10015969, 13743100, 9760689
13743100, 9760689, 13640312, 9760689
13640312, 9760689, 13640312, 10017621
13640312, 10017621, 13050417, 10017621
13050417, 10017621, 13050417, 9760689
13050417, 9760689, 12950058, 9760689
12950058, 9760689, 12950058, 10015969
12950058, 10015969, 12427670, 10015969
12427670, 10015969, 12427670, 9953149
12427670, 9953149, 12030570, 9953149
12030570, 9953149, 12030570, 9784214
12030570, 9784214, 12455201, 9784214
12455201, 9784214, 12455201, 9277005
12455201, 9277005, 12030570, 9277005
12030570, 9277005, 12030570, 8654785
12030570, 8654785, 11720049, 8654785
11720049, 8654785, 11720049, 8337735
11720049, 8337735, 12071723, 8337735
12071723, 8337735, 12071723, 8142250
12071723, 8142250, 11720049, 8142250
11720049, 8142250, 11720049, 7838286
11720049, 7838286, 12104576, 7838286
12104576, 7838286, 12104576, 7567967
12104576, 7567967, 12576574, 7567967
12576574, 7567967, 12576574, 7306340
12576574, 7306340, 12397155, 7306340
12397155, 7306340, 12397155, 6875741
12397155, 6875741, 12075778, 6875741
12075778, 6875741, 12075778, 6509021
12075778, 6509021, 11720049, 6509021
11720049, 6509021, 11720049, 6029221
11720049, 6029221, 11661618, 6029221
11661618, 6029221, 11661618, 6109127
11661618, 6109127, 11500316, 6109127
11500316, 6109127, 11500316, 6454557
11500316, 6454557, 10998822, 6454557
10998822, 6454557, 10998822, 6777111
10998822, 6777111, 10806905, 6777111
10806905, 6777111, 10806905, 6794131
10806905, 6794131, 10384463, 6794131
10384463, 6794131, 10384463, 6978159
10384463, 6978159, 10340924, 6978159
10340924, 6978159, 10340924, 7427558
10340924, 7427558, 10733798, 7427558
10733798, 7427558, 10733798, 7407540
10733798, 7407540, 10741843, 7407540
10741843, 7407540, 10741843, 7235124
10741843, 7235124, 11226964, 7235124
11226964, 7235124, 11226964, 7407540
11226964, 7407540, 11568906, 7407540
11568906, 7407540, 11568906, 7427558
11568906, 7427558, 11661618, 7427558
11661618, 7427558, 11661618, 7750560
11661618, 7750560, 11075440, 7750560
11075440, 7750560, 11075440, 7950728
11075440, 7950728, 11018239, 7950728
11018239, 7950728, 11018239, 8408269
11018239, 8408269, 10813007, 8408269
10813007, 8408269, 10813007, 8689881
10813007, 8689881, 10760797, 8689881
10760797, 8689881, 10760797, 8878008
10760797, 8878008, 10349704, 8878008
10349704, 8878008, 10349704, 8880108
10349704, 8880108, 9967776, 8880108
9967776, 8880108, 9967776, 9427726
9967776, 9427726, 9490626, 9427726
9490626, 9427726, 9490626, 9490626
9490626, 9490626, 9440900, 9490626
9440900, 9490626, 9440900, 9246555
9440900, 9246555, 9024144, 9246555
9024144, 9246555, 9024144, 8778222
9024144, 8778222, 8806919, 8778222
8806919, 8778222, 8806919, 9490626
8806919, 9490626, 8537085, 9490626
8537085, 9490626, 8537085, 9924581
8537085, 9924581, 8517640, 9924581
8517640, 9924581, 8517640, 10343582
8517640, 10343582, 8139336, 10343582
8139336, 10343582, 8139336, 10404989
8139336, 10404989, 7749176, 10404989
7749176, 10404989, 7749176, 10126723
7749176, 10126723, 7377465, 10126723
7377465, 10126723, 7377465, 9877705
7377465, 9877705, 7104793, 9877705
7104793, 9877705, 7104793, 9366028
7104793, 9366028, 7377465, 9366028
7377465, 9366028, 7377465, 9319158
7377465, 9319158, 7749176, 9319158
7749176, 9319158, 7749176, 9077381
7749176, 9077381, 7103781, 9077381
7103781, 9077381, 7103781, 8993352
7103781, 8993352, 6763966, 8993352
6763966, 8993352, 6763966, 9601255
6763966, 9601255, 6499110, 9601255
6499110, 9601255, 6499110, 9620996
6499110, 9620996, 6297911, 9620996
6297911, 9620996, 6297911, 10132863
6297911, 10132863, 6220103, 10132863
6220103, 10132863, 6220103, 10404989
6220103, 10404989, 5838215, 10404989
5838215, 10404989, 5838215, 10092776
5838215, 10092776, 5772224, 10092776
5772224, 10092776, 5772224, 9553329
5772224, 9553329, 5651104, 9553329
5651104, 9553329, 5651104, 9490626
5651104, 9490626, 5531706, 9490626
5531706, 9490626, 5531706, 9339541
5531706, 9339541, 5144598, 9339541
5144598, 9339541, 5144598, 8802144
5144598, 8802144, 4973313, 8802144
4973313, 8802144, 4973313, 8733956
4973313, 8733956, 4841603, 8733956
4841603, 8733956, 4841603, 8315583
4841603, 8315583, 5286715, 8315583
5286715, 8315583, 5286715, 8206782
5286715, 8206782, 4841603, 8206782
4841603, 8206782, 4841603, 7831527
4841603, 7831527, 4422247, 7831527
4422247, 7831527, 4422247, 7795236
4422247, 7795236, 3903726, 7795236
3903726, 7795236, 3903726, 7531059
3903726, 7531059, 3317109, 7531059
3317109, 7531059, 3317109, 7229099
3317109, 7229099, 3341726, 7229099
3341726, 7229099, 3341726, 6827470
3341726, 6827470, 3501099, 6827470
3501099, 6827470, 3501099, 6557168
3501099, 6557168, 3814521, 6557168
3814521, 6557168, 3814521, 6465457
3814521, 6465457, 3317109, 6465457
3317109, 6465457, 3317109, 6086872
3317109, 6086872, 3150960, 6086872
3150960, 6086872, 3150960, 5711640
3150960, 5711640, 3537446, 5711640
3537446, 5711640, 3537446, 5430121
3537446, 5430121, 3094675, 5430121
3094675, 5430121, 3094675, 5303296
3094675, 5303296, 2605847, 5303296
2605847, 5303296, 2605847, 5216721
2605847, 5216721, 2824545, 5216721
2824545, 5216721, 2824545, 4960492
2824545, 4960492, 3049985, 4960492
3049985, 4960492, 3049985, 4635112
3049985, 4635112, 3401084, 4635112
3401084, 4635112, 3401084, 5216721
3401084, 5216721, 3407722, 5216721
3407722, 5216721, 3407722, 4823336
3407722, 4823336, 3537446, 4823336
3537446, 4823336, 3537446, 4727061
3537446, 4727061, 3805742, 4727061
3805742, 4727061, 3805742, 4374394
3805742, 4374394, 4437783, 4374394
4437783, 4374394, 4437783, 4196578
4437783, 4196578, 4493596, 4196578
4493596, 4196578, 4493596, 3953021
4493596, 3953021, 4728827, 3953021
4728827, 3953021, 4728827, 3639497
4728827, 3639497, 4248916, 3639497
4248916, 3639497, 4248916, 4108225
4248916, 4108225, 3776119, 4108225
3776119, 4108225, 3776119, 4395237
3776119, 4395237, 3456120, 4395237
3456120, 4395237, 3456120, 4108225
3456120, 4108225, 3250795, 4108225
3250795, 4108225, 3250795, 3639497
3250795, 3639497, 3150960, 3639497
3150960, 3639497, 3150960, 3342032
3150960, 3342032, 2442651, 3342032
2442651, 3342032, 2442651, 3063423
2442651, 3063423, 2055298, 3063423
2055298, 3063423, 2055298, 2991083
2055298, 2991083, 1793359, 2991083
1793359, 2991083, 1793359, 2639268
1793359, 2639268, 2055298, 2639268
2055298, 2639268, 2055298, 2274813
2055298, 2274813, 1702482, 2274813
1702482, 2274813, 1702482, 1877948
1702482, 1877948, 1225940, 1877948
1225940, 1877948, 1225940, 1321807
1225940, 1321807, 970578, 1321807
970578, 1321807, 970578, 1202579
970578, 1202579, 880390, 1202579
880390, 1202579, 880390, 797754
880390, 797754, 838685, 797754
838685, 797754, 838685, 1200673
838685, 1200673, 347983, 1200673
347983, 1200673, 347983, 797754
347983, 797754, 114212, 797754
114212, 797754, 114212, 590766
114212, 590766, 0, 590766
0, 590766, 0, 0
Squares
1028147,-6232847,1218754,-6103640,24628078464
6925067,-6232847,7430400,-6103640,65293195472
1028147,-6103640,1392500,-6016861,31618640120
6925067,-6103640,7430400,-6016861,43852884520
778479,-6016861,1392500,-6010585,3854216094
6925067,-6016861,7430400,-6010585,3171981518
778479,-6010585,1392500,-5901965,66695683662
6737574,-6010585,7430400,-5901965,75255561567
778479,-5901965,1392500,-5803190,60650637072
6283010,-5901965,7430400,-5803190,113334693416
778479,-5803190,1392500,-5773177,18429256308
6283010,-5803190,6798539,-5773177,15473117420
7283479,-5803190,7430400,-5773177,4409716908
778479,-5773177,1392500,-5668718,64140738120
6283010,-5773177,6390769,-5668718,11256609600
395168,-5668718,1392500,-5620572,48018591951
6283010,-5668718,6390769,-5620572,5188320720
62864,-5620572,1392500,-5617875,3587360626
6283010,-5620572,6390769,-5617875,290736480
36898,-5617875,1392500,-5584250,45583506478
6283010,-5617875,6390769,-5584250,3623537760
-325417,-5584250,1392500,-5525444,101025603826
6283010,-5584250,6390769,-5525444,6337042320
-325417,-5525444,1392500,-5491588,58163549726
6283010,-5525444,6932814,-5491588,22000447885
-325417,-5491588,1686877,-5479760,23803437555
6283010,-5491588,6932814,-5479760,7686543345
-325417,-5479760,1686877,-5437030,85987377645
5989739,-5479760,6932814,-5437030,40298580556
-325417,-5437030,2104875,-5397096,97053750955
5989739,-5437030,6932814,-5397096,37661740060
-325417,-5397096,2396146,-5344450,143282179908
5989739,-5397096,6932814,-5344450,49650122172
-325417,-5344450,2396146,-5282616,168287909940
5989739,-5344450,7430400,-5282616,89083334770
-325417,-5282616,2616658,-5270662,35172518580
5989739,-5282616,7430400,-5270662,17223114210
-325417,-5270662,2616658,-5064786,605705780652
6215114,-5270662,7430400,-5064786,250199641699
-325417,-5064786,2616658,-5042498,65575931964
6215114,-5064786,7730818,-5042498,33783548745
-635113,-5042498,2616658,-4988413,175875340392
6215114,-5042498,7730818,-4988413,81978420630
-635113,-4988413,2659154,-4969639,61849881700
6215114,-4988413,7730818,-4969639,28457361375
-635113,-4969639,2659154,-4923331,152554256812
6215114,-4969639,7530703,-4923331,60923657310
-635113,-4923331,2659154,-4886343,121851679052
6215114,-4923331,7530703,-4886343,48662358510
11902387,-4923331,12299679,-4886343,14695470777
-635113,-4886343,2659154,-4816018,231672691368
6777554,-4886343,7530703,-4816018,52966026900
11902387,-4886343,12299679,-4816018,27940027518
-635113,-4816018,2659154,-4806999,29714297360
6777554,-4816018,7530703,-4806999,6793413000
9857958,-4816018,10140068,-4806999,2544641220
11902387,-4816018,12299679,-4806999,3583582860
